Schlüssel-Profilmap,Profilnummer,Buchungskreis,Sparte,Profilname,Profiltyp,ProfilID (SBP),SBPNomenklatur,ProfilID (SBP) Map SigLinDe,SBPNomenklaturMapSigLinDE,Stand
,1100036905,,Strom,G3 von VNB SVN0001637 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100036906,,Strom,G4 von VNB SVN0001637 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100036907,,Strom,G5 von VNB SVN0001637 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100036909,,Strom,H0 von VNB SVN0001637 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036916,,Strom,G1 von VNB SVN0001640 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100036917,,Strom,G4 von VNB SVN0001640 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100036923,,Strom,G0 von VNB SVN0001647 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036924,,Strom,G1 von VNB SVN0001647 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100036931,,Strom,G0 von VNB SVN0001652 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036934,,Strom,G3 von VNB SVN0001652 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100036936,,Strom,G5 von VNB SVN0001652 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100036938,,Strom,H0 von VNB SVN0001652 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036946,,Strom,G0 von VNB SVN0001667 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036947,,Strom,G0 von VNB SVN0001683 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036950,,Strom,G3 von VNB SVN0001683 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100036954,,Strom,H0 von VNB SVN0001683 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036958,,Strom,G0 von VNB SVN0001697 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036965,,Strom,H0 von VNB SVN0001697 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036974,,Strom,Z02 von VNB SVN0001701 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1100036979,,Strom,G0 von VNB SVN0001705 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100036982,,Strom,H0 von VNB SVN0001705 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100036983,,Strom,G1 von VNB SVN0001705 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100036984,,Strom,EB0 von VNB SVN0001714 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100036998,,Strom,G0 von VNB SVN0001716 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037015,,Strom,G0 von VNB SVN0001729 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037016,,Strom,G1 von VNB SVN0001729 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037018,,Strom,G3 von VNB SVN0001729 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037019,,Strom,G4 von VNB SVN0001729 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037021,,Strom,H0 von VNB SVN0001729 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037024,,Strom,G1 von VNB SVN0001746 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037026,,Strom,G3 von VNB SVN0001746 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037037,,Strom,G7 von VNB SVN0001750 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100037041,,Strom,G11 von VNB SVN0001752 an LIEF SLF9000506,Gewerbe,G21,G21,G21,G21,2019-04-13 00:00:00
,1100037042,,Strom,H11 von VNB SVN0001752 an LIEF SLF9000506,Haushalt,H21,H21,H21,H21,2019-04-13 00:00:00
,1100037043,,Strom,BND von VNB SVN0001762 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100037082,,Strom,G0 von VNB SVN0001789 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037083,,Strom,G1 von VNB SVN0001789 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037086,,Strom,G4 von VNB SVN0001789 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037125,,Strom,G1 von VNB SVN0001820 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037130,,Strom,H0 von VNB SVN0001820 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037135,,Strom,G0 von VNB SVN0001826 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037146,,Strom,G0 von VNB SVN0001844 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037148,,Strom,H0 von VNB SVN0001844 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037150,,Strom,G0 von VNB SVN0001851 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037151,,Strom,G1 von VNB SVN0001851 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037152,,Strom,G2 von VNB SVN0001851 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100037153,,Strom,G3 von VNB SVN0001851 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037154,,Strom,G4 von VNB SVN0001851 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037156,,Strom,G6 von VNB SVN0001851 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100037158,,Strom,H0 von VNB SVN0001851 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037159,,Strom,L0 von VNB SVN0001851 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100037162,,Strom,SB von VNB SVN0001851 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100037163,,Strom,Z0 von VNB SVN0001851 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1100037164,,Strom,Z1 von VNB SVN0001851 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1100037165,,Strom,BL von VNB SVN0001862 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100037172,,Strom,G0 von VNB SVN0001862 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037173,,Strom,G1 von VNB SVN0001862 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037175,,Strom,G3 von VNB SVN0001862 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037179,,Strom,H0 von VNB SVN0001862 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037219,,Strom,G0 von VNB SVN0001899 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037226,,Strom,H0 von VNB SVN0001899 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037234,,Strom,G0 von VNB SVN0001900 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037237,,Strom,G3 von VNB SVN0001900 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037241,,Strom,H0 von VNB SVN0001900 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037249,,Strom,G0 von VNB SVN0001907 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037250,,Strom,G1 von VNB SVN0001907 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037252,,Strom,G3 von VNB SVN0001907 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037253,,Strom,G4 von VNB SVN0001907 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037256,,Strom,H0 von VNB SVN0001907 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037260,,Strom,G01 von VNB SVN0001919 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037261,,Strom,G04 von VNB SVN0001919 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037270,,Strom,G0 von VNB SVN0001927 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037291,,Strom,G3 von VNB SVN0001965 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037292,,Strom,G4 von VNB SVN0001965 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037293,,Strom,H0 von VNB SVN0001965 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037299,,Strom,G1 von VNB SVN0001965 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037315,,Strom,VDS von VNB SVN0001974 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037316,,Strom,VES von VNB SVN0001974 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037318,,Strom,VGS von VNB SVN0001974 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037320,,Strom,VIS von VNB SVN0001974 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037321,,Strom,VJS von VNB SVN0001974 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037327,,Strom,G3 von VNB SVN0001976 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037336,,Strom,G0 von VNB SVN0001988 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037337,,Strom,G1 von VNB SVN0001988 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037339,,Strom,G3 von VNB SVN0001988 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037343,,Strom,H0 von VNB SVN0001988 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037366,,Strom,B00 von VNB SVN0001999 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100037367,,Strom,G00 von VNB SVN0001999 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037374,,Strom,G0 von VNB SVN0002005 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037375,,Strom,G1 von VNB SVN0002005 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037379,,Strom,H0 von VNB SVN0002005 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037382,,Strom,G0 von VNB SVN0003149 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037385,,Strom,G3 von VNB SVN0003149 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037447,,Strom,B0B von VNB SVN9003138 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100037448,,Strom,G0B von VNB SVN9003138 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037449,,Strom,G1B von VNB SVN9003138 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037451,,Strom,G3B von VNB SVN9003138 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037452,,Strom,G4B von VNB SVN9003138 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037455,,Strom,H0B von VNB SVN9003138 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037460,,Strom,G0 von VNB SVN9003143 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037475,,Strom,G00 von VNB SVN9003152 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037476,,Strom,G04 von VNB SVN9003152 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037478,,Strom,G0 von VNB SVN9003156 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037481,,Strom,G3 von VNB SVN9003156 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037482,,Strom,G4 von VNB SVN9003156 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037483,,Strom,G5 von VNB SVN9003156 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100037485,,Strom,H0 von VNB SVN9003156 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037489,,Strom,BDN von VNB SVN9003161 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100037496,,Strom,G0N von VNB SVN9003161 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037498,,Strom,G1N von VNB SVN9003161 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037502,,Strom,G3N von VNB SVN9003161 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037506,,Strom,G5N von VNB SVN9003161 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100037510,,Strom,H0N von VNB SVN9003161 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037528,,Strom,G0 von VNB SVN9003166 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100037529,,Strom,G1 von VNB SVN9003166 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100037530,,Strom,G2 von VNB SVN9003166 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100037531,,Strom,G3 von VNB SVN9003166 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100037532,,Strom,G4 von VNB SVN9003166 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100037533,,Strom,G5 von VNB SVN9003166 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100037534,,Strom,G6 von VNB SVN9003166 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100037535,,Strom,H0 von VNB SVN9003166 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100037536,,Strom,L0 von VNB SVN9003166 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100039396,,Strom,G0 von VNB SVN0001716 an LIEF SLF9000514,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100039945,,Strom,G1 von VNB SVN0001931 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100039946,,Strom,G3 von VNB SVN0001931 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100039947,,Strom,H0 von VNB SVN0001931 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100039948,,Strom,G0 von VNB SVN0001931 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100039949,,Strom,G7 von VNB SVN0001927 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100039952,,Strom,G3 von VNB SVN0001848 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100039953,,Strom,G0 von VNB SVN0001846 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100039955,,Strom,H0 von VNB SVN0001846 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100039961,,Strom,G3 von VNB SVN0001846 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100039968,,Strom,H0 von VNB SVN0001839 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100039972,,Strom,EB0 von VNB SVN0001839 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100039976,,Strom,G0 von VNB SVN0001838 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100039977,,Strom,G3 von VNB SVN0001830 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100039978,,Strom,H0B von VNB SVN0001823 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100039979,,Strom,B0 von VNB SVN0001816 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100039980,,Strom,G4 von VNB SVN0001770 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100039981,,Strom,L0 von VNB SVN0001770 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100039983,,Strom,G5 von VNB SVN0001770 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100039984,,Strom,G3 von VNB SVN0001770 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100039986,,Strom,G0 von VNB SVN0001770 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100039987,,Strom,G1 von VNB SVN0001770 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100039989,,Strom,SH0 von VNB SVN0001770 an LIEF SLF9000506,Speicherheizung,HBY,HBY,HBY,HBY,2019-04-13 00:00:00
,1100039990,,Strom,B0 von VNB SVN0001770 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100039991,,Strom,H0 von VNB SVN0001770 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100039992,,Strom,S0W von VNB SVN0001770 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100039999,,Strom,G3 von VNB SVN0001750 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040000,,Strom,G2 von VNB SVN0001750 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040001,,Strom,G1 von VNB SVN0001750 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100040003,,Strom,H0 von VNB SVN0001750 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040007,,Strom,G0 von VNB SVN0001742 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040008,,Strom,H0 von VNB SVN0001742 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040010,,Strom,EB0 von VNB SVN0001742 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040016,,Strom,G3 von VNB SVN0001698 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040017,,Strom,EB0 von VNB SVN0001696 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040020,,Strom,H0 von VNB SVN0001679 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040021,,Strom,G0 von VNB SVN0001679 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040022,,Strom,BA1 von VNB SVN0001679 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040025,,Strom,H0 von VNB SVN0001591 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040026,,Strom,G0 von VNB SVN0001591 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040031,,Strom,G2 von VNB SVN0001580 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040032,,Strom,G3 von VNB SVN0001580 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040033,,Strom,G5 von VNB SVN0001580 an LIEF SLF9000506,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100040034,,Strom,G1 von VNB SVN0001580 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100040041,,Strom,G3 von VNB SVN0001577 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040055,,Strom,HG0 von VNB SVN0001439 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040057,,Strom,H0 von VNB SVN0001321 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040064,,Strom,G3 von VNB SVN0001321 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040067,,Strom,G7 von VNB SVN0001303 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040068,,Strom,BLP von VNB SVN0001263 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040069,,Strom,G3 von VNB SVN0001224 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040072,,Strom,G0 von VNB SVN0001218 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040079,,Strom,EB0 von VNB SVN0001192 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040084,,Strom,G0B von VNB SVN0001163 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040085,,Strom,löschen,DefaultG0 - Gewerbe allgemein,DEFG0,DEFG0,DEFG0,DEFG0,2019-04-13 00:00:00
,1100040087,,Strom,G3 von VNB SVN0001158 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040089,,Strom,H0F von VNB SVN0001137 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040092,,Strom,G3 von VNB SVN0001090 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040101,,Strom,G1 von VNB SVN0001047 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100040103,,Strom,H0 von VNB SVN0001046 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100040106,,Strom,G2 von VNB SVN0001046 an LIEF SLF9000506,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100040109,,Strom,G0 von VNB SVN0001046 an LIEF SLF9000506,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100040110,,Strom,G1 von VNB SVN0001046 an LIEF SLF9000506,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100040111,,Strom,G6 von VNB SVN0001046 an LIEF SLF9000506,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100040112,,Strom,G4 von VNB SVN0001046 an LIEF SLF9000506,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100040115,,Strom,G3 von VNB SVN0001046 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040116,,Strom,SB von VNB SVN0001046 an LIEF SLF9000506,Straßenbeleuchtung,SBN,SBN,SBN,SBN,2019-04-13 00:00:00
,1100040118,,Strom,L0 von VNB SVN0001046 an LIEF SLF9000506,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100040121,,Strom,G3 von VNB SVN0001042 an LIEF SLF9000506,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100040123,,Strom,BL0 von VNB SVN0001030 an LIEF SLF9000506,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100040128,,Strom,H0 von VNB SVN0001007 an LIEF SLF9000506,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
